FID,x,y,adr_pelny,ogolem
11876,19.94288029,50.06803847,WARSZAWSKA 4,8
11877,19.9384538,50.06991052,PĘDZICHÓW 7,8
11878,19.94014083,50.07111793,SZLAK 53,8
11879,19.96060995,50.07502129,BOLESŁAWA CHROBREGO 14,8
11880,19.96080112,50.07514408,BOLESŁAWA CHROBREGO 18,8
11881,19.95943204,50.07480051,BOLESŁAWA CHROBREGO 3,8
11882,19.95976544,50.07520909,DOMKI 17,8
11883,19.94521058,50.04695832,KRAKOWSKA 52,8
11884,19.94393429,50.04718284,KRAKOWSKA 48,8
11885,19.93213698,50.07229608,KROWODERSKA 77,8
11886,20.03917617,50.01862925,MICHAŁA I STANISŁAWA JAGLARZÓW 5B,8
11887,19.9472805,50.05453783,STAROWIŚLNA 49,8
11888,19.94261533,50.05159829,MIODOWA 5,8
11889,19.94322686,50.05098276,MEISELSA 11,8
11890,19.95994664,50.08127245,PIOTRA TRĘBACZA 20,8
11891,19.93383182,50.07250622,JERZEGO ŻUŁAWSKIEGO 10,8
11892,20.03611054,50.01385021,ZAMŁYNIE 38,8
11893,20.0369823,50.01325377,WOJCIECHA LIPOWSKIEGO 22A,8
11894,19.9611757,50.08022273,BROGI 17,8
11895,19.92664148,50.06066652,WENECJA 5,8
11896,19.94134139,50.05039683,MEISELSA 2,8
11897,19.96097971,50.08418913,BOSAKÓW 6,8
11898,19.92786982,50.06157626,PLAC GEN. WŁADYSŁAWA SIKORSKIEGO 1,8
11899,19.93136622,50.06483932,KARMELICKA 22,8
11900,19.92906861,50.0625293,STUDENCKA 21,8
11901,20.05942595,50.04183928,RĄCZNA 68,8
11902,19.96664913,50.08070562,HENRYKA WIENIAWSKIEGO 28A,8
11903,19.96790488,50.08003919,HENRYKA WIENIAWSKIEGO 48,8
11904,20.05810979,50.01650186,WIESŁAWA ZARZYCKIEGO 5,8
11905,19.96406709,50.07953951,SAPERÓW 4,8
11906,20.06640248,50.01713268,WIESŁAWA ZARZYCKIEGO 28,8
11907,19.93092896,50.06706485,STEFANA BATOREGO 18,8
11908,19.93431992,50.06603735,ŁOBZOWSKA 4,8
11909,19.92885809,50.06672013,PIOTRA MICHAŁOWSKIEGO 1,8
11910,19.94033856,50.05191534,ŚW. AGNIESZKI 3,8
11911,20.04165702,50.01599122,JANA GRZECHA 1A,8
11912,19.94370666,50.04694215,KRAKOWSKA 47,8
11913,20.04405268,50.0149437,ADAMA HABELI 3,8
11914,20.04517445,50.04822012,SZPARAGOWA 19,8
11915,20.04152905,50.04482119,RYBITWY 100A,8
11916,19.93359075,50.0568081,PLAC NA GROBLACH 12,8
11917,19.92741463,50.05838013,SMOLEŃSK 18,8
11918,20.04952968,50.01311346,POTRZASK 34,8
11919,20.04861047,50.0118257,ZAROSIE 7,8
11920,19.92810069,50.06968755,TEOFILA ALEKSANDRA LENARTOWICZA 10,8
11921,20.03656412,50.04294702,RYBITWY 78,8
11922,20.03626308,50.04287357,RYBITWY 76,8
11923,19.92958103,50.05838737,FELICJANEK 4,8
11924,20.04224191,50.00923837,BOGUCICKA 18,8
11925,20.03103759,50.03894362,PRZY CEGIELNI 6,8
11926,19.9408732,50.06781747,RYNEK KLEPARSKI 14,8
11927,19.94286592,50.06691804,PLAC JANA MATEJKI 7,8
11928,20.04583425,50.01741601,HENRYKA SUCHARSKIEGO 53,8
11929,19.82855332,50.05603509,ORLA 142,8
11930,20.03813257,50.01859705,MICHAŁA I STANISŁAWA JAGLARZÓW 6,8
11931,19.95149992,50.06717484,TOPOLOWA 12,8
11932,19.95162311,50.06583224,RAKOWICKA 8,8
11933,20.05934141,50.0187017,FELIKSA JASIEŃSKIEGO 29,8
11934,20.06189344,50.01913404,FELIKSA JASIEŃSKIEGO 31,8
11935,20.05589784,50.01354804,CZARNOCHOWICKA 23,8
11936,20.01136256,50.00426022,KOSOCICKA 21A,8
11937,19.97966125,50.09069363,JANA BRZECHWY 1,8
11938,19.98273609,50.09099158,JANA BRZECHWY 18,8
11939,19.95929562,50.07173446,ALEJA PŁK. WŁADYSŁAWA BELINY-PRAŻMOWSKIEGO 47,8
11940,19.96427773,50.07204609,JÓZEFA BRODOWICZA 30,8
11941,19.98251111,50.01205286,BŁOTNA 15,8
11942,19.99393354,50.01310206,MEDYCZNA 11,8
11943,19.98172149,50.09158061,LIRYCZNA 6,8
11944,19.98124077,50.09149935,LIRYCZNA 5,8
11945,19.96900865,50.06797022,RYMARSKA 12,8
11946,19.98705174,50.01271809,SADKA 29,8
11947,19.96713814,50.06879886,MONIUSZKI 51,8
11948,19.98326802,50.00967661,KALINOWA 12,8
11949,19.98295131,50.00989822,KALINOWA 25,8
11950,19.96660636,50.06812769,JANA KASPROWICZA 21,8
11951,19.98666311,50.00730206,CZAJNA 11A,8
11952,19.95664715,50.05750897,GRZEGÓRZECKA 51,8
11953,19.96533148,50.07044538,GEN. JÓZEFA SOWIŃSKIEGO 7,8
11954,19.96424182,50.06911868,MONIUSZKI 25,8
11955,19.98401242,50.00586313,RŻĄCKA 5,8
11956,19.98454549,50.00593466,POWAŁY Z TACZEWA 5,8
11957,19.96278412,50.06694816,KIELECKA 7,8
11958,19.96276019,50.06681364,KIELECKA 5,8
11959,19.98352225,50.07039299,CZYŻYŃSKA 6,8
11960,19.96062508,50.07181994,OLSZAŃSKA 18,8
11961,19.96030154,50.07200137,KS. BPA WŁADYSŁAWA BANDURSKIEGO 15,8
11962,19.95960895,50.07219286,OLSZAŃSKA 14,8
11963,19.94935338,50.05257756,STAROWIŚLNA 77,8
11964,19.95095233,50.05065017,ŚW. WAWRZYŃCA 33,8
11965,19.94985794,50.05285281,RZESZOWSKA 4,8
11966,19.95854068,50.08587468,ROKITNIAŃSKA 12,8
11967,19.94812605,50.05173675,SZEROKA 28,8
11968,19.96224905,50.0880198,DOBREGO PASTERZA 49,8
11969,19.95966878,50.07629793,LUDWIKA IDZIKOWSKIEGO 2,8
11970,19.96003579,50.07678245,LUDWIKA IDZIKOWSKIEGO 10,8
11971,19.9601214,50.07689639,LUDWIKA IDZIKOWSKIEGO 12,8
11972,19.95889781,50.06909748,ALEJA PŁK. WŁADYSŁAWA BELINY-PRAŻMOWSKIEGO 20A,8
11973,19.95867201,50.0683542,ALEJA PŁK. WŁADYSŁAWA BELINY-PRAŻMOWSKIEGO 16A,8
11974,19.95949794,50.07700128,RAKOWICKA 77,8
11975,19.95947572,50.07743488,RAKOWICKA 83,8
11976,19.92577846,50.01689849,KOŚCIUSZKOWCÓW 12,8
11977,19.9259226,50.01682136,KOŚCIUSZKOWCÓW 10,8
11978,19.94824818,50.08027446,MARIANA LANGIEWICZA 18,8
11979,19.94783625,50.07974747,ROGATKA 16,8
11980,19.96240542,50.0707706,OLSZAŃSKA 27,8
11981,19.95970405,50.07533539,DOMKI 15A,8
11982,19.9681247,50.0739591,JÓZEFA NARZYMSKIEGO 22,8
11983,19.95402856,50.08495552,ALEJA 29 LISTOPADA 81,8
11984,19.87366303,50.04755358,ADOLFA SZYSZKO-BOHUSZA 25,8
11985,19.96733817,50.08050611,HENRYKA WIENIAWSKIEGO 37,8
11986,19.96720902,50.08057511,HENRYKA WIENIAWSKIEGO 35,8
11987,19.93653368,50.06073285,BRACKA 2,8
11988,19.86699158,50.09673342,WŁODZIMIERZA TETMAJERA 75,8
11989,19.94510258,50.05081941,JÓZEFA 22,8
11990,19.87300784,50.04757365,ŻEMAITISA 16,8
11991,20.08914525,50.09793682,KAROLA DARWINA 70,8
11992,19.96934097,50.03053237,SIEMOMYSŁA 38,8
11993,19.97820391,50.07193038,OSTATNIA 15,8
11994,19.93031595,50.02664941,KOSZALIŃSKA 23,8
11995,19.96819292,50.03154488,WIKTORA HELTMANA 24,8
11996,20.00745442,50.07346068,DOLNA 4A,8
11997,19.97714332,50.08143695,PILOTÓW 91,8
11998,19.82159471,50.03846443,BIELAŃSKA 20,8
11999,19.82376439,50.03989248,BIELAŃSKA 8,8
12000,20.0274728,50.09799808,SZYMONA MARYCJUSZA 18,8
12001,19.96210088,50.07948479,MIESZKA I 5,8
12002,20.0385306,50.05439024,LONGINUSA PODBIPIĘTY 86,8
12003,20.03301606,50.08668724,CIENISTA 70,8
12004,19.97870949,50.08143051,UŁANÓW 78,8
12005,19.9685905,50.08346127,MACIEJA MIECHOWITY 19,8
12006,19.95836456,50.08200167,GDAŃSKA 18A,8
12007,19.94355377,50.07624804,BĘDZIŃSKA 9,8
12008,19.96440613,50.06933328,MONIUSZKI 26,8
12009,19.97009624,50.07737592,PILOTÓW 19,8
12010,19.96950188,50.07560355,MARIANA RACIBORSKIEGO 9,8
12011,19.97101148,50.07477839,MARIANA RACIBORSKIEGO 19,8
12012,19.9619123,50.08262469,ŻUŁOWSKA 47,8
12013,20.02459866,50.09617557,ROMANA DMOWSKIEGO 19,8
12014,19.96760009,50.08979396,NACZELNA 19,8
12015,19.84529785,50.00577108,KOZIENICKA 109A,8
12016,19.99933038,50.02126411,KS. PIOTRA ŚCIEGIENNEGO 18A,8
12017,19.88964012,50.03634549,TYNIECKA 93,8
12018,19.99698884,50.01749953,ŻABIA 32,8
12019,19.94978296,49.9921235,PERŁOWA 2,8
12020,19.89917262,50.01947307,CHMIELENIEC 5,8
12021,19.9662245,50.0223978,MALBORSKA 105,8
12022,19.94500074,49.98421354,PROF. ADAMA BOCHNAKA 2,8
12023,19.93615378,50.02656807,OGRODNIKI 7,8
12024,19.88261217,50.09654935,NAWOJOWSKA 4,8
12025,19.9320683,50.06053904,MARSZAŁKA JÓZEFA PIŁSUDSKIEGO 1,8
12026,19.92691574,50.05130364,RYNEK DĘBNICKI 11,8
12027,19.94192541,49.98349658,HENRYKA NIEWODNICZAŃSKIEGO 17A,8
12028,19.92360036,50.01987936,ŚWIATOWIDA 20,8
12029,20.19127793,50.11248834,POD GAJEM 6,8
12030,19.98916416,50.02423285,WACŁAWA POPŁAWSKIEGO 6A,8
12031,19.98394371,50.02325469,ANNY LIBERA 33,8
12032,19.98313495,50.0238714,BIEŻANOWSKA 8C,8
12033,20.09053221,50.0993555,KAROLA DARWINA 55A,8
12034,19.9579766,50.05824095,HETMANA ŻÓŁKIEWSKIEGO 9,8
12035,19.98691787,50.02403088,WOJCIECHA GERSONA 8A,8
12036,19.9881484,50.09654192,JANA MOSDORFA 17,8
12037,19.92391429,50.02594673,STRĄKOWA 12,8
12038,19.96153518,49.98445706,LWA LANDAUA 37,8
12039,19.79880446,50.01051258,WALGIERZA WDAŁEGO 43,8
12040,19.98893042,50.02153873,PROSTA 34,8
12041,20.02336062,50.02099898,KOMANDORA BOHDANA WROŃSKIEGO 15,8
12042,20.13995967,50.05503826,ZAPORĘBIE 25,8
12043,19.98958519,50.0229027,SNYCERSKA 28,8
12044,20.03917777,50.10473553,JEZIORANY 2,8
12045,19.94308687,50.01787258,HARCMISTRZA STANISŁAWA MILLANA 6,8
12046,19.99232174,50.02064444,PROMIENNA 16A,8
12047,19.81373801,50.01074067,BOGUCIANKA 67B,8
12048,19.99439095,50.02085647,NA WRZOSACH 56,8
12049,19.99458906,50.02049696,GÓRNIKÓW 28,8
12050,19.90317225,50.05718494,KRÓLOWEJ JADWIGI 91B,8
12051,19.91141983,50.04467738,JANA PIETRUSIŃSKIEGO 10A,8
12052,19.9897232,50.0272203,MAKSYMILIANA I ALEKSANDRA GIERYMSKICH 18,8
12053,19.98537432,50.02626302,STANISŁAWA BALICKIEGO 12,8
12054,19.93397987,50.06286704,SZEWSKA 22,8
12055,19.94758922,49.9796944,HENRYKA NIEWODNICZAŃSKIEGO 60,8
12056,19.98963638,50.02660353,LEGIONÓW 4,8
12057,19.84280077,50.08206179,MARIANA HEMARA 28,8
12058,19.92996096,50.05292544,ZAMKOWA 5,8
12059,19.98689771,50.02497025,BIEŻANOWSKA 32,8
12060,19.99203703,50.02683828,WOJNICKA 9,8
12061,20.18315407,50.07983638,IGOŁOMSKA 92B,8
12062,19.91426897,50.00640579,JANA JANOWSKIEGO 21D,8
12063,19.94839476,49.97246582,MATEMATYKÓW KRAKOWSKICH 155,8
12064,19.96858168,50.06867206,MONIUSZKI 67,8
12065,19.9534785,49.98738153,JAR 18,8
12066,19.89000012,50.06081333,POD SIKORNIKIEM 10,8
12067,19.99401006,50.02474013,BIEŻANOWSKA 83,8
12068,19.90839574,49.98986305,KSIĘDZA FRANCISZKA MAJA 47,8
12069,20.01404755,50.08954446,OSIEDLE KALINOWE 5,8
12070,19.93319587,50.07921904,IWONA ODROWĄŻA 54,8
12071,19.99899175,50.02549834,SOLARZY 17,8
12072,19.87467078,50.00629153,DR. JÓZEFA BABIŃSKIEGO 77,8
12073,19.87979697,50.07478593,KS. FERDYNANDA MACHAYA 25,8
12074,19.91422297,49.99533906,ZBIGNIEWA I ANDRZEJA PRONASZKÓW 6,8
12075,19.9972844,50.02497113,KARPACKA 11,8
12076,19.99932869,50.02355892,SZYMONA CZECHOWICZA 1,8
12077,19.93883869,50.04156018,SPISKA 11,8
12078,19.99465833,50.02355993,MARCINA BIELSKIEGO 4A,8
12079,19.98493246,50.00510727,RŻĄCKA 8B,8
12080,19.98924416,50.00378511,RŻĄCKA 28A,8
12081,19.92721556,50.04905931,KAZIMIERZA PUŁASKIEGO 20,8
12082,20.07248245,50.03977021,OSIKOWA 12,8
12083,19.94829792,50.00403749,CECHOWA 18,8
12084,20.04013882,50.09401972,STANISŁAWA AUGUSTA PONIATOWSKIEGO 26,8
12085,19.98937738,50.01158552,MOKRA 51,8
12086,20.04039392,50.0947187,STANISŁAWA AUGUSTA PONIATOWSKIEGO 2,8
12087,19.94266974,50.05051881,KRAKOWSKA 16,8
12088,19.93784304,50.05864682,GRODZKA 25,8
12089,19.93567331,50.02690466,OGRODNIKI 2,8
12090,19.98367186,50.02558492,CHŁOPSKA 2,8
12091,19.93378778,50.06204559,ŚW. ANNY 11,8
12092,19.92653803,50.05937564,MARSZAŁKA JÓZEFA PIŁSUDSKIEGO 32,8
12093,19.92829586,50.05812679,RETORYKA 13B,8
12094,20.0010886,50.02522909,MARZANNY 12A,8
12095,20.04648787,50.01371237,KSAWEREGO PRUSZYŃSKIEGO 10,8
12096,19.95108828,50.06129799,ODONA BUJWIDA 5,8
12097,19.94059032,50.06396932,FLORIAŃSKA 30,8
12098,19.93831994,50.06828886,DŁUGA 28,8
12099,19.93873014,50.0669732,DŁUGA 10,8
12100,19.92962177,50.05727508,FELICJANEK 16,8
12101,19.99279449,49.9941497,ROMANA ŻELAZOWSKIEGO 8,8
12102,19.92839693,50.06642701,PIOTRA MICHAŁOWSKIEGO 5,8
12103,19.92805544,50.06713929,AMBROŻEGO GRABOWSKIEGO 4,8
12104,19.9272332,50.06869454,KARMELICKA 55,8
12105,19.92882612,50.06721227,KARMELICKA 39,8
12106,19.96257342,50.01605016,FRANCISZKA KARPIŃSKIEGO 9,8
12107,19.93720356,50.06691568,SERENO FENN'A 12,8
12108,19.9302933,50.06574816,KARMELICKA 28,8
12109,19.88183978,50.03469324,TYNIECKA 110,8
12110,19.96044357,50.07761141,LUDWIKA IDZIKOWSKIEGO 21,8
12111,19.94123894,50.06453538,FLORIAŃSKA 53,8
12112,19.95496237,50.05534843,MASARSKA 6,8
12113,19.92903216,50.06380673,JÓZEFA SZUJSKIEGO 1,8
12114,19.93278819,50.06731939,STEFANA BATOREGO 6,8
12115,19.91047043,50.0135382,DRUHNY HANKI 8,8
12116,19.87147227,50.0485987,JODŁOWA 10,8
12117,19.8527003,50.06856425,RYSI STOK 6,8
12118,19.97097679,50.07632311,PODMIEJSKA 12A,8
12119,19.97203833,50.07565337,PODMIEJSKA 22,8
12120,19.88149467,50.0860514,KATOWICKA 31,8
12121,19.97956496,50.09053197,JANA BRZECHWY 4,8
12122,19.96338727,50.06788531,BOHDANA ZALESKIEGO 16A,8
12123,19.96030827,50.06993229,KS. BPA WŁADYSŁAWA BANDURSKIEGO 20,8
12124,19.93059013,50.06341531,KRUPNICZA 12,8
12125,19.93172325,50.06229507,PODWALE 2,8
12126,19.96309508,50.07246182,GEN. JÓZEFA BEMA 24,8
12127,19.93207511,50.06088547,STRASZEWSKIEGO 25,8
12128,19.92723017,50.06392787,CZYSTA 3,8
12129,19.97712988,50.05924328,NA SZANIEC 5,8
12130,19.93103692,50.05917345,SMOLEŃSK 11,8
12131,19.93036819,49.98970823,KAZIMIERZA MOSZYŃSKIEGO 44,8
12132,19.96548746,49.97638804,MATEMATYKÓW KRAKOWSKICH 46,8
12133,19.93721851,50.07009205,DŁUGA 39,8
12134,19.93846696,50.07037095,PĘDZICHÓW 12,8
12135,19.95715312,49.97809074,IGNACEGO CHRZANOWSKIEGO 15,8
12136,19.96670648,50.0808518,HENRYKA WIENIAWSKIEGO 27,8
12137,19.94355488,50.07006576,WARSZAWSKA 18,8
12138,19.94597733,49.97689549,MIROSŁAWA KRZYŻAŃSKIEGO 19,8
12139,19.93789117,50.05948084,GRODZKA 18,8
12140,19.93696988,50.05930415,PLAC WSZYSTKICH ŚWIĘTYCH 9,8
12141,19.9361264,50.07115417,DŁUGA 64,8
12142,19.96116262,49.9835082,LWA LANDAUA 43,8
12143,19.93624401,50.06102736,RYNEK GŁÓWNY 22,8
12144,19.93477612,50.06152166,ŚW. ANNY 4,8
12145,19.94826476,50.05285869,SZEROKA 9,8
12146,19.97736936,50.07879609,MIECZYSŁAWA PSZONA 2,8
12147,19.99055032,49.9972632,HARCERZY KRAKOWSKICH 3,8
12148,19.91750322,50.06930089,SPOKOJNA 21,8
12149,19.98191018,50.07985042,UŁANÓW 39,8
12150,19.90017023,50.07273073,ZARZECZE 1,8
12151,19.89759816,50.07333388,ZARZECZE 27,8
12152,19.89943127,50.07481375,CICHA 2,8
12153,19.89656881,50.07536771,STANISŁAWA PRZYBYSZEWSKIEGO 37,8
12154,19.89641216,50.07479084,STANISŁAWA PRZYBYSZEWSKIEGO 43A,8
12155,19.89567842,50.07722274,WESELE 21,8
12156,19.8944155,50.07291109,JULIUSZA LEA 207,8
12157,19.94120222,49.98944351,TYTUSA CHAŁUBIŃSKIEGO 80A,8
12158,19.92650472,50.04507391,TWARDOWSKIEGO 46,8
12159,19.8965357,50.07356228,ZARZECZE 35,8
12160,19.97649244,50.04459471,PŁASZOWSKA 12,8
12161,19.88995,50.07536856,ZARZECZE 82,8
12162,19.89233175,50.07496765,ZARZECZE 47,8
12163,19.92963775,50.03983271,ROZDROŻE 15B,8
12164,19.92946533,50.04130689,SŁOMIANA 19A,8
12165,19.8923031,50.07476312,ZARZECZE 66,8
12166,19.95118662,50.06118531,ODONA BUJWIDA 6,8
12167,19.91260252,50.05022661,TYNIECKA 30,8
12168,19.87817574,50.07565039,NA BŁONIE 52,8
12169,19.94383039,49.98590006,MYŚLENICKA 193A,8
12170,19.94385519,49.98510169,MYŚLENICKA 213A,8
12171,19.94423139,49.98459662,MYŚLENICKA 223,8
12172,19.94787681,49.9799324,HENRYKA NIEWODNICZAŃSKIEGO 65,8
12173,20.17302432,50.06916769,PODSTAWIE 12A,8
12174,19.92233249,50.02326593,ZBROJARZY 86,8
12175,19.92236839,50.0223964,TURONIA 28A,8
12176,19.94448396,49.98534436,MYŚLENICKA 174,8
12177,19.94789724,49.98411549,MIRTOWA 11,8
12178,19.96186538,49.98764998,LWA LANDAUA 8A,8
12179,19.94396854,50.0576216,STAROWIŚLNA 17,8
12180,19.89418027,50.08190844,ZŁOTY RÓG 41,8
12181,19.92946046,50.06638098,KARMELICKA 38,8
12182,19.91588072,50.02891042,KOBIERZYŃSKA 75,8
12183,20.02968988,50.01760051,BIEŻANOWSKA 244,8
12184,19.94055516,50.03839811,STANISŁAWA MITERY 6,8
12185,19.94258099,50.0563646,WOJCIECHA BOGUSŁAWSKIEGO 4,8
12186,19.94873831,50.04397106,RYNEK PODGÓRSKI 8,8
12187,20.0255925,50.01176839,LUDWIKA GARDOWSKIEGO 2,8
12188,20.02417906,50.00886964,JANA KIEPURY 10,8
12189,19.9952244,50.00279005,BEDNARSKA 5,8
12190,19.94118976,50.05196268,STRADOMSKA 27,8
12191,19.88259587,49.97779743,ŻYZNA 21A,8
12192,20.00693257,50.00416191,KOSOCICKA 50B,8
12193,19.99720682,50.01776332,ŻABIA 34B,8
12194,19.94587591,50.05355373,BRZOZOWA 13,8
12195,19.94979293,50.05251666,STAROWIŚLNA 64,8
12196,20.02892904,50.01571589,MAŁA GÓRA 15C,8
12197,19.98236703,50.02569519,ANDRIEJA SACHAROWA 8,8
12198,19.90656655,50.07354234,OBOPÓLNA 11A,8
12199,19.85117618,50.02746633,DĄBROWA 6,8
12200,19.90461287,50.07322981,FELIKSA SZLACHTOWSKIEGO 7B,8
12201,19.96274773,49.97497109,STANISŁAWA GOŁĄBA 20,8
12202,19.90301306,50.07303843,FELIKSA SZLACHTOWSKIEGO 12B,8
12203,19.91736301,50.05432291,MLASKOTÓW 7,8
12204,19.89961294,50.07863906,LEOPOLDA KMIETOWICZA 2,8
12205,19.91451444,50.07398029,KRONIKARZA GALLA 7,8
12206,19.91231908,50.07417063,KADECKA 8,8
12207,19.91495402,50.07583597,ZAKĄTEK 4,8
12208,19.91531564,50.07504613,KAZIMIERZA WIELKIEGO 95A,8
12209,19.8754819,50.01859832,SKOTNICKA 51,8
12210,19.89912481,50.08025316,HENRYKA RODAKOWSKIEGO 12,8
12211,19.91586677,50.07451482,KAZIMIERZA WIELKIEGO 89,8
12212,19.89899197,50.08154719,ZŁOTY RÓG 3,8
12213,19.94452012,49.98818749,MYŚLENICKA 152,8
12214,19.89712728,50.0780364,STANISŁAWA PRZYBYSZEWSKIEGO 15,8
12215,20.14730564,50.09436576,WĘGRZYNOWICKA 6,8
12216,19.89723303,50.07767168,STANISŁAWA PRZYBYSZEWSKIEGO 14,8
12217,19.89862169,50.07699209,JERZEGO SAMUELA BANDTKIEGO 13B,8
12218,19.93287528,50.09585034,BIAŁOPRĄDNICKA 39,8
12219,19.90052878,50.07775722,BRONOWICKA 38,8
12220,19.87936197,50.07570915,TRAWIASTA 2,8
12221,19.88554899,50.06839026,PRZESMYK 3B,8
12222,19.8709619,50.0678565,NA WIERZCHOWINACH 5,8
12223,20.04986531,50.01573692,HENRYKA SUCHARSKIEGO 64,8
12224,19.84006351,50.0613815,ZAKAMYCZE 30,8
12225,19.9193003,50.00589252,BLUSZCZOWA 7B,8
12226,19.90489573,50.05537093,KRÓLOWEJ JADWIGI 76,8
12227,19.90622519,49.99955626,WAROWNA 34,8
12228,19.88735776,50.06449436,FRANCISZKA PĘKSZYCA-GRUDZIŃSKIEGO 5,8
12229,19.90560704,50.10458529,WŁADYSŁAWA ŁOKIETKA 236B,8
12230,19.87887316,50.06457976,KRÓLOWEJ JADWIGI 230,8
12231,19.88454911,50.06317781,KRÓLOWEJ JADWIGI 194,8
12232,19.88414898,50.06181163,POD SIKORNIKIEM 43,8
12233,19.87052844,50.01964321,JÓZEFA UNRUGA 15,8
12234,19.85325656,49.98939636,EDWARDA WARCHAŁOWSKIEGO 40,8
12235,19.90997727,50.01545617,OBOZOWA 62C,8
12236,19.9283383,50.06948338,TEOFILA ALEKSANDRA LENARTOWICZA 6,8
12237,19.91938188,49.98183512,JERZEGO SMOLEŃSKIEGO 64,8
12238,19.87359976,50.01811055,DWORSKI OGRÓD 12,8
12239,19.94368437,50.0479291,KRAKOWSKA 44,8
12240,19.90811226,50.08696718,ZYGMUNTOWSKA 25A,8
12241,19.96644419,50.02276205,MALBORSKA 90,8
12242,19.85974241,50.00575798,JANA CHRYZOSTOMA PASKA 32,8
12243,20.0711521,50.10672623,STARY GOŚCINIEC 10,8
12244,20.06974027,50.09907881,OBWODOWA 18A,8
12245,20.07461995,50.09577154,GRĘBAŁOWSKA 8A,8
12246,19.84979398,50.06722044,JUNACKA 10A,8
12247,20.02764465,50.017402,DUŻA GÓRA 3,8
12248,19.89531707,50.06005923,EUGENIUSZA ROMERA 10,8
12249,19.85435183,49.99281227,BERNARDA WAPOWSKIEGO 25,8
12250,19.94739749,49.97367939,MIROSŁAWA KRZYŻAŃSKIEGO 39,8
12251,20.06315535,50.04735205,FELIKSA WROBELA 112,8
12252,19.94296085,50.05270092,JÓZEFA DIETLA 51,8
12253,19.87213877,50.06774702,KOGUCIA 13,8
12254,19.87967169,50.06806127,LUDMIŁY KORBUTOWEJ 46,8
12255,19.88524628,50.10064467,JÓZEFA CHEŁMOŃSKIEGO 279,8
12256,19.91264408,50.08653196,PIOTRA WYSOCKIEGO 38,8
12257,19.89108837,50.06219747,JÓZEFA KORZENIOWSKIEGO 27E,8
12258,20.07368632,50.04025156,OSIKOWA 1,8
12259,19.91924072,50.05255887,TADEUSZA KOŚCIUSZKI 68,8
12260,20.01102352,50.02206427,BIEŻANOWSKA 153D,8
12261,20.12070909,50.10746959,GLINIK 129,8
12262,19.93384603,49.98765296,SANATORYJNA 3,8
12263,19.9404215,50.10348024,KOŁO BIAŁUCHY 9,8
12264,19.89827164,50.01410208,SKOŚNA 5,8
12265,20.03886909,50.09521328,MAGDALENY SAMOZWANIEC 7,8
12266,19.96360746,50.07056683,KIELECKA 29B,8
12267,19.87959257,50.01714211,ALEKSANDRA ZELWEROWICZA 15,8
12268,19.9183736,50.07390297,KAZIMIERZA WIELKIEGO 67,8
12269,19.94123183,50.04743422,SKAWIŃSKA 11,8
12270,19.90348233,50.05826733,EMAUS 33,8
12271,19.98899216,49.97511251,WŁADYSŁAWA JAROCKIEGO 12,8
12272,19.98664416,49.97629315,WŁADYSŁAWA JAROCKIEGO 1,8
12273,19.94904533,50.09908495,KUŹNICY KOŁŁĄTAJOWSKIEJ 92,8
12274,19.98909454,49.97606767,WŁADYSŁAWA JAROCKIEGO 11,8
12275,19.88008323,50.06491325,KRÓLOWEJ JADWIGI 195,8
12276,20.07309733,50.0606811,JEŻYNOWA 3,8
12277,19.91581378,50.08302825,PIOTRA STACHIEWICZA 7,8
12278,19.82282537,50.04385557,KSIĘCIA JÓZEFA 343A,8
12279,19.98443395,49.98506752,BRONISŁAWA MALINOWSKIEGO 5,8
12280,19.82193277,50.04370962,KSIĘCIA JÓZEFA 347,8
12281,19.82922023,50.04289596,POD JANEM 16,8
12282,19.87895938,50.01862678,ALEKSANDRA ZELWEROWICZA 7,8
12283,19.93066964,50.06355851,KRUPNICZA 9,8
12284,19.92130399,49.994945,TOROWA 13,8
12285,20.07176165,50.06311326,KOPANIEC 9,8
12286,19.842445,50.0808811,DOBIESŁAWA KUROZWĘCKIEGO 40,8
12287,19.9629544,50.02633018,ŁABĘDZIA 8,8
12288,19.92563853,50.01166555,SIELSKA 3,8
12289,19.92444077,50.02320385,ZBROJARZY 70,8
12290,20.02821075,50.00038156,WIELICKA 266A,8
12291,20.15451524,50.05955562,RZEPAKOWA 6D,8
12292,19.87759001,50.08874244,WŁADYSŁAWA ŻELEŃSKIEGO 43,8
12293,19.89761068,49.99985272,SOROKI 4,8
12294,19.91467635,50.0576476,ALEJA MARSZAŁKA FERDINANDA FOCHA 32,8
12295,19.96044891,50.08392379,GDAŃSKA 48B,8
12296,19.99116713,49.99754567,JANA HALLERA 30,8
12297,19.87892427,50.08819535,WŁADYSŁAWA ŻELEŃSKIEGO 31,8
12298,19.9769079,50.01743016,ALFREDA DAUNA 112,8
12299,20.00582475,49.99060942,BARYCKA 15,8
12300,19.87334225,49.98009881,LEONA PETRAŻYCKIEGO 101,8
12301,19.93555372,50.06028259,GOŁĘBIA 4,8
12302,19.96821399,50.00699942,KIJANKI 6,8
12303,19.92919465,50.06342447,KRUPNICZA 20,8
12304,19.93360269,49.98724081,WŁADYSŁAWA PYTLASIŃSKIEGO 42,8
12305,19.89247797,50.06384746,PIOTRA BOROWEGO 24,8
12306,19.93691748,49.98673503,WŁADYSŁAWA PYTLASIŃSKIEGO 26,8
